advanced_priority_rank,state,city,station_name,current_aqi,current_aqi_category,forecast_aqi_next,forecast_aqi_category,forecast_aqi_change,forecast_trend,hotspot_status,advanced_priority_score,advanced_priority_category,health_exposure_risk_score,dispersion_index,satellite_aerosol_proxy_score,primary_pollution_source,recommended_intervention,lat,lon
237,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB",347.28,Very Poor,324.31741815635417,Very Poor,-22.962581843645808,Stable,Critical forecast hotspot,45.52,Moderate,53.86,27.22,42.01,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",27.554793,76.611536
238,Meghalaya,Byrnihat,"Tamulikuchi, Byrnihat - Meghalaya PCB",214.66,Poor,214.66,Poor,0.0,Stable,High forecast hotspot,45.43,Moderate,41.48,83.52,26.36,Biomass / fine-particle combustion,"High-priority intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",26.079047,91.875185
239,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB",376.57,Very Poor,376.653006364549,Very Poor,0.08300636454902133,Stable,Critical forecast hotspot,45.39,Moderate,50.87,46.76,19.31,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",23.837789,73.714926
240,Uttar Pradesh,Agra,"Manoharpur, Agra - UPPCB",329.7,Very Poor,329.89496493180013,Very Poor,0.1949649318001434,Stable,Critical forecast hotspot,45.34,Moderate,53.59,37.53,32.75,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",27.23711,78.01936
241,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB",382.43,Very Poor,307.859256449542,Very Poor,-74.57074355045802,Decreasing,Critical forecast hotspot,45.3,Moderate,48.77,53.8,23.01,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",25.03636,73.883502
242,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",353.14,Very Poor,343.55152622173534,Very Poor,-9.588473778264643,Stable,Critical forecast hotspot,45.19,Moderate,50.18,38.68,32.0,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",23.10844,77.511428
243,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB",394.14,Very Poor,399.5709857242066,Very Poor,5.430985724206607,Stable,Critical forecast hotspot,45.15,Moderate,53.07,40.93,16.98,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",20.021503,73.813844
244,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",300.0,Poor,298.72164434179354,Poor,-1.2783556582064648,Stable,High forecast hotspot,45.14,Moderate,43.44,70.79,19.23,Biomass / fine-particle combustion,"High-priority intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",25.42742023,86.13886079
245,Maharashtra,Boisar,"Khaira, Boisar - MPCB",285.65,Poor,306.5950529889644,Very Poor,20.94505298896445,Stable,Critical forecast hotspot,45.13,Moderate,43.32,65.09,23.05,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",19.786089,72.757971
246,Uttar Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",358.99,Very Poor,360.736282316033,Very Poor,1.746282316032989,Stable,Critical forecast hotspot,45.07,Moderate,51.07,39.98,26.84,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",26.509954,80.249612
247,Uttar Pradesh,Noida,"Sector-116, Noida - UPPCB",271.3,Poor,276.221705909091,Poor,4.921705909090974,Stable,High forecast hotspot,45.05,Moderate,48.08,38.96,46.31,Construction / road dust,"High-priority intervention: Apply dust suppression, cover construction material, clean road dust, and enforce construction-site controls.",28.56923,77.393848
248,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",412.83,Severe,413.1909374603176,Severe,0.3609374603176434,Stable,Critical forecast hotspot,44.99,Moderate,52.06,41.31,14.8,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",23.243639,72.68994
249,Karnataka,Karwar,"KHB Colony, Karwar - KSPCB",364.85,Very Poor,353.64977875642103,Very Poor,-11.200221243578994,Stable,Critical forecast hotspot,44.9,Moderate,48.62,50.86,19.84,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",14.816666,74.141003
250,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",358.99,Very Poor,389.1098519758243,Very Poor,30.119851975824304,Increasing,Critical forecast hotspot,44.87,Moderate,50.59,38.7,22.6,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",19.863756,75.321188
251,Rajasthan,Sri Ganganagar,"Old City, Sri Ganganagar - RSPCB",306.27,Very Poor,354.19921740740733,Very Poor,47.92921740740735,Increasing,Critical forecast hotspot,44.82,Moderate,46.36,39.55,32.67,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",29.931624,73.864511
251,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB",394.14,Very Poor,396.0133952380952,Very Poor,1.8733952380952132,Stable,Critical forecast hotspot,44.82,Moderate,50.61,42.57,17.75,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",21.51161,86.89088
252,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB",388.28,Very Poor,367.18679436507966,Very Poor,-21.09320563492031,Stable,Critical forecast hotspot,44.7,Moderate,52.75,27.84,32.03,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",26.159933,75.780517
252,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",317.99,Very Poor,323.2689008173836,Very Poor,5.278900817383601,Stable,Critical forecast hotspot,44.7,Moderate,44.08,65.97,16.81,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",26.146529,87.454184
253,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",431.51,Severe,392.8104526071053,Very Poor,-38.699547392894715,Decreasing,Critical forecast hotspot,44.66,Moderate,52.81,37.36,17.61,Construction / road dust,"Immediate intervention: Apply dust suppression, cover construction material, clean road dust, and enforce construction-site controls.",19.9775302,79.2337086
253,Delhi,Delhi,"JNU, Delhi - DPCC",329.7,Very Poor,346.66619319167967,Very Poor,16.96619319167968,Stable,Critical forecast hotspot,44.66,Moderate,50.51,35.19,32.74,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",28.540721,77.168544
254,Delhi,Delhi,"Sirifort, Delhi - CPCB",306.27,Very Poor,329.90523606741823,Very Poor,23.635236067418248,Stable,Critical forecast hotspot,44.64,Moderate,50.53,35.75,35.15,Construction / road dust,"Immediate intervention: Apply dust suppression, cover construction material, clean road dust, and enforce construction-site controls.",28.5504249,77.2159377
255,Uttar Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB",419.06,Severe,424.73538843052233,Severe,5.675388430522332,Stable,Critical forecast hotspot,44.58,Moderate,52.7,39.02,12.45,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",27.1594,78.3953
256,Delhi,Delhi,"Bawana, Delhi - DPCC",370.71,Very Poor,366.6864402248677,Very Poor,-4.0235597751322985,Stable,Critical forecast hotspot,44.51,Moderate,48.8,40.98,25.12,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",28.7762,77.051074
257,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",300.0,Poor,299.10031493974765,Poor,-0.8996850602523523,Stable,High forecast hotspot,44.47,Moderate,43.46,67.35,19.75,Industrial combustion,"High-priority intervention: Increase industrial emission inspection, check stack compliance, enforce fuel-quality standards, and monitor nearby industrial clusters.",21.371751,81.664929
258,Maharashtra,Virar,"Bolinj, Virar - MPCB",353.14,Very Poor,365.2499968650794,Very Poor,12.109996865079438,Stable,Critical forecast hotspot,44.42,Moderate,48.46,43.63,23.27,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",19.445821,72.7988231
258,Uttar Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",271.3,Poor,270.8573882575768,Poor,-0.4426117424231961,Stable,High forecast hotspot,44.42,Moderate,44.98,40.63,46.98,Construction / road dust,"High-priority intervention: Apply dust suppression, cover construction material, clean road dust, and enforce construction-site controls.",28.557054,77.453663
259,Andhra Pradesh,Eluru,"District Court, Eluru - APPCB",306.27,Very Poor,324.354062053063,Very Poor,18.084062053063008,Stable,Critical forecast hotspot,44.41,Moderate,45.32,55.93,23.11,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",16.711754,81.092095
260,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",353.14,Very Poor,351.32670500248605,Very Poor,-1.8132949975139354,Stable,Critical forecast hotspot,44.27,Moderate,45.75,50.65,21.93,Industrial combustion,"Immediate intervention: Increase industrial emission inspection, check stack compliance, enforce fuel-quality standards, and monitor nearby industrial clusters.",20.9360711,85.1707021
261,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",400.0,Very Poor,352.4653552883604,Very Poor,-47.5346447116396,Decreasing,Critical forecast hotspot,44.23,Moderate,51.52,38.06,23.59,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",17.5184,78.278777
262,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",335.56,Very Poor,339.4077141176963,Very Poor,3.8477141176962846,Stable,Critical forecast hotspot,44.22,Moderate,46.45,55.46,18.87,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",12.733409,77.298051
262,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB",312.13,Very Poor,310.5663988727558,Very Poor,-1.5636011272441692,Stable,Critical forecast hotspot,44.22,Moderate,45.08,68.87,13.5,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",30.7057778,76.8531805555555
263,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",347.28,Very Poor,363.0290136659809,Very Poor,15.749013665980954,Stable,Critical forecast hotspot,44.11,Moderate,49.2,36.89,27.72,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",28.611281,77.237738
264,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",335.56,Very Poor,338.4148978414439,Very Poor,2.854897841443915,Stable,Critical forecast hotspot,44.0,Moderate,44.62,60.83,15.5,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",21.185571,81.343175
265,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",335.56,Very Poor,333.6536508670453,Very Poor,-1.9063491329546878,Stable,Critical forecast hotspot,43.94,Moderate,46.83,52.9,20.64,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",19.083694,72.920967
266,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",228.26,Poor,232.4637689367417,Poor,4.20376893674171,Stable,High forecast hotspot,43.93,Moderate,40.51,69.79,30.97,Biomass / fine-particle combustion,"High-priority intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",26.63086,84.90051
267,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",329.7,Very Poor,333.9891922778277,Very Poor,4.289192277827738,Stable,Critical forecast hotspot,43.9,Moderate,49.71,36.18,32.28,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",14.675886,77.593027
268,West Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB",341.42,Very Poor,345.44588604679524,Very Poor,4.025886046795222,Stable,Critical forecast hotspot,43.89,Moderate,45.32,48.24,24.31,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",23.508764,87.35444
269,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",323.85,Very Poor,287.2769101948048,Poor,-36.573089805195195,Decreasing,Critical current hotspot,43.84,Moderate,47.06,56.4,23.16,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",26.446912,91.439057
270,Andhra Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",364.85,Very Poor,376.0699529004712,Very Poor,11.219952900471185,Stable,Critical forecast hotspot,43.76,Moderate,49.87,34.19,25.72,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",14.465052,78.824187
271,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",256.96,Poor,256.9844827098721,Poor,0.024482709872131636,Stable,High forecast hotspot,43.7,Moderate,40.24,73.48,22.71,Biomass / fine-particle combustion,"High-priority intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",26.0881305,87.93840336
272,Delhi,Delhi,"Cantonment Area, Delhi - DPCC",364.85,Very Poor,377.26058009852704,Very Poor,12.41058009852702,Stable,Critical forecast hotspot,43.62,Moderate,50.43,35.64,23.04,Construction / road dust,"Immediate intervention: Apply dust suppression, cover construction material, clean road dust, and enforce construction-site controls.",28.594169,77.1251
273,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",323.85,Very Poor,347.541417328042,Very Poor,23.69141732804195,Stable,Critical forecast hotspot,43.38,Moderate,47.51,36.03,30.43,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",22.431,75.5213
274,Tamil Nadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB",376.57,Very Poor,338.68801841290684,Very Poor,-37.88198158709315,Decreasing,Critical forecast hotspot,43.32,Moderate,45.98,48.08,20.55,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",8.816428,78.099039
275,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",312.13,Very Poor,336.66178500397075,Very Poor,24.531785003970754,Stable,Critical forecast hotspot,43.13,Moderate,46.75,39.51,29.2,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",23.264759,77.381568
276,West Bengal,Kolkata,"Fort William, Kolkata - WBPCB",271.3,Poor,281.07993337895823,Poor,9.77993337895822,Stable,High forecast hotspot,42.88,Moderate,41.32,69.87,17.27,Vehicular traffic,"High-priority intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",22.55664,88.342674
277,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",300.0,Poor,311.7331933971094,Very Poor,11.733193397109403,Stable,Critical forecast hotspot,42.67,Moderate,41.91,60.83,18.38,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",21.194815,81.31477
278,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",394.14,Very Poor,360.635869565916,Very Poor,-33.504130434084004,Decreasing,Critical forecast hotspot,42.6,Moderate,50.81,38.99,16.85,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",17.349694,78.451437
279,Andhra Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",317.99,Very Poor,317.432798757516,Very Poor,-0.5572012424839841,Stable,Critical forecast hotspot,42.53,Moderate,45.91,43.51,27.86,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",16.486692,80.699436
280,West Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",271.3,Poor,281.9458983304272,Poor,10.645898330427201,Stable,High forecast hotspot,42.3,Moderate,40.05,69.87,16.4,Vehicular traffic,"High-priority intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",22.51106,88.35142
281,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",213.91,Poor,239.6882453880871,Poor,25.7782453880871,Increasing,High forecast hotspot,42.25,Moderate,36.28,76.26,22.33,Biomass / fine-particle combustion,"High-priority intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",22.118125,83.140608
282,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB",271.3,Poor,289.6547462259936,Poor,18.35474622599361,Stable,High forecast hotspot,42.21,Moderate,39.12,63.32,21.59,Photochemical smog,"High-priority intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",19.26777,72.97182
283,Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",98.0,Satisfactory,337.39025528769866,Very Poor,239.39025528769866,Increasing,Critical forecast hotspot,42.19,Moderate,28.43,61.92,27.46,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",24.10897,82.64558
284,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",341.42,Very Poor,344.24757907407405,Very Poor,2.8275790740740376,Stable,Critical forecast hotspot,42.17,Moderate,47.45,42.88,20.51,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",17.37206,78.50864
285,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",317.99,Very Poor,311.99875496868344,Very Poor,-5.991245031316566,Stable,Critical forecast hotspot,42.11,Moderate,42.25,61.71,14.76,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",21.237755,81.705301
286,West Bengal,Howrah,"Botanical Garden, Howrah - WBPCB",271.3,Poor,269.4873212442324,Poor,-1.8126787557675925,Stable,High forecast hotspot,42.08,Moderate,39.61,69.87,18.26,Biomass / fine-particle combustion,"High-priority intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",22.554954,88.292568
287,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",382.43,Very Poor,383.6742726525224,Very Poor,1.2442726525223975,Stable,Critical forecast hotspot,42.07,Moderate,48.0,39.22,15.71,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",17.336318,76.847397
288,Uttar Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",242.61,Poor,266.6140404108988,Poor,24.004040410898767,Stable,High forecast hotspot,41.76,Moderate,38.16,66.17,22.55,Biomass / fine-particle combustion,"High-priority intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",25.425602,81.917152
289,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",341.42,Very Poor,349.8281964661824,Very Poor,8.408196466182403,Stable,Critical forecast hotspot,41.68,Moderate,48.2,35.08,23.83,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",25.14389,75.821256
290,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB",353.14,Very Poor,310.2655720090633,Very Poor,-42.87442799093668,Decreasing,Critical forecast hotspot,41.62,Moderate,47.68,38.7,25.53,Industrial combustion,"Immediate intervention: Increase industrial emission inspection, check stack compliance, enforce fuel-quality standards, and monitor nearby industrial clusters.",19.87562,75.38731
291,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",335.56,Very Poor,330.7398800721471,Very Poor,-4.820119927852886,Stable,Critical forecast hotspot,41.53,Moderate,47.0,40.35,23.08,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",17.393559,78.339194
292,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",300.0,Poor,331.00783768194003,Very Poor,31.007837681940032,Increasing,Critical forecast hotspot,41.49,Moderate,46.83,26.56,35.61,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",26.470859,74.646594
293,Uttar Pradesh,Agra,"Sanjay Palace, Agra - UPPCB",341.42,Very Poor,341.55352681772257,Very Poor,0.13352681772255437,Stable,Critical forecast hotspot,41.48,Moderate,48.53,38.69,20.99,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",27.19865833,78.00598056
293,Madhya Pradesh,Ujjain,"Mahashweta Nagar, Ujjain - MPPCB",347.28,Very Poor,348.0337324918904,Very Poor,0.753732491890446,Stable,Critical forecast hotspot,41.48,Moderate,46.32,42.31,19.07,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",23.1633321,75.800225
294,Madhya Pradesh,Satna,"Bandhavgar Colony, Satna - Birla Cement",306.27,Very Poor,311.40336066151343,Very Poor,5.13336066151345,Stable,Critical forecast hotspot,41.47,Moderate,43.5,51.5,20.57,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",24.58434363,80.8549414
295,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB",317.99,Very Poor,327.54587898125385,Very Poor,9.55587898125384,Stable,Critical forecast hotspot,41.44,Moderate,44.83,44.55,22.26,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",18.616318,73.765797
296,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",312.13,Very Poor,306.5093265949284,Very Poor,-5.620673405071614,Stable,Critical forecast hotspot,41.22,Moderate,43.13,57.23,15.49,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",19.0632143,72.8456324
297,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",335.56,Very Poor,335.0098827540178,Very Poor,-0.5501172459822214,Stable,Critical forecast hotspot,41.18,Moderate,45.68,45.17,18.44,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",19.235581,73.159121
298,Uttar Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB",323.85,Very Poor,324.4652790485844,Very Poor,0.615279048584398,Stable,Critical forecast hotspot,41.16,Moderate,47.87,38.31,23.93,Industrial combustion,"Immediate intervention: Increase industrial emission inspection, check stack compliance, enforce fuel-quality standards, and monitor nearby industrial clusters.",27.169338,78.03582
299,Uttar Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB",228.26,Poor,237.44631307794103,Poor,9.186313077941037,Stable,High forecast hotspot,41.13,Moderate,35.18,73.84,22.02,Biomass / fine-particle combustion,"High-priority intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",25.301778,82.996789
300,West Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB",317.99,Very Poor,323.824879299912,Very Poor,5.834879299912018,Stable,Critical forecast hotspot,41.06,Moderate,41.96,55.43,15.03,Industrial combustion,"Immediate intervention: Increase industrial emission inspection, check stack compliance, enforce fuel-quality standards, and monitor nearby industrial clusters.",23.697936,86.944395
301,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",329.7,Very Poor,326.76126070590595,Very Poor,-2.9387392940940344,Stable,Critical forecast hotspot,41.0,Moderate,45.77,42.88,21.03,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",17.429398,78.569354
302,Uttar Pradesh,Agra,"Rohta, Agra - UPPCB",329.7,Very Poor,333.3829398907784,Very Poor,3.682939890778414,Stable,Critical forecast hotspot,40.96,Moderate,45.7,35.92,26.2,Construction / road dust,"Immediate intervention: Apply dust suppression, cover construction material, clean road dust, and enforce construction-site controls.",27.106972,78.000111
303,Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri-Chinchwad - IITM",364.85,Very Poor,362.43077085501255,Very Poor,-2.4192291449874688,Stable,Critical forecast hotspot,40.9,Moderate,45.65,44.55,12.9,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",18.614767,73.799516
304,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",312.13,Very Poor,313.34535597797367,Very Poor,1.2153559779736725,Stable,Critical forecast hotspot,40.84,Moderate,43.11,48.87,20.67,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",19.16485,73.23409
305,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB",394.14,Very Poor,394.0220405445043,Very Poor,-0.11795945549567932,Stable,Critical forecast hotspot,40.77,Moderate,50.66,18.39,24.66,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",27.9002,76.9938
306,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",152.21,Moderate,358.5385571611833,Very Poor,206.32855716118328,Increasing,Critical forecast hotspot,40.74,Moderate,37.11,42.37,24.1,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",22.624758,75.675238
307,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",312.13,Very Poor,315.12698637726845,Very Poor,2.996986377268456,Stable,Critical forecast hotspot,40.73,Moderate,40.69,58.5,14.07,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",21.219665,81.630094
308,Maharashtra,Navi Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",317.99,Very Poor,331.49627645810034,Very Poor,13.50627645810033,Stable,Critical forecast hotspot,40.67,Moderate,43.6,46.73,18.09,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",19.090337,73.014232
309,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB",55.0,Satisfactory,364.563665933664,Very Poor,309.563665933664,Increasing,Critical forecast hotspot,40.6,Moderate,27.35,68.31,16.18,Construction / road dust,"Immediate intervention: Apply dust suppression, cover construction material, clean road dust, and enforce construction-site controls.",21.869985,85.167016
